action,choice1,choice2,firstPlayer,game,indexOf,judgements1,judgements2,leftLabel,outcome,phase,rangeProb1,rangeProb2,status,template,templates,time,uniqueid,viewTime
,A,A,_v,coordination,,They both recieve an equal payout.,They both recieve an equal payout.,Definitely<br />Friends,0.0,TRIAL,21,27,,,,317167.0,12,
,B,A,_v,coordination,,"She would rather neither of them recieve any money, so she must dislike Daniel.","Daniel would rather recieve nothing, if it means Sally does as well.",Definitely<br />Friends,1.0,TRIAL,95,98,,,,377337.0,12,
,A,A,_v,singleControl,,They both recieve equal money in this choice.,They both recieve an equal amount in the stuation.,Definitely<br />Friends,0.0,TRIAL,28,28,,,,409259.0,12,
,A,B,_h,singleControl,,They both recieve an equal amount of money in this choice.,"Even though Sydney chose for them to recieve equal amount, Kate chose for Sydney to recieve nothing. She could have chosen for them to both recieve money.",Definitely<br />Friends,1.0,TRIAL,26,85,,,,496179.0,12,
,A,B,_h,attentionGame,,0,0,Definitely<br />Friends,,TRIAL,50,50,,,,515997.0,12,
,A,A,_v,pd,,He could have made more but chose for them to recieve equal amounts.,"He chose for them to both get money, even though he could have earned more at the expense of David earning nothing.",Definitely<br />Friends,0.0,TRIAL,27,13,,,,589799.0,12,
,B,B,_h,pd,,Megan chose to recieve money while Hannah would recieve nothing.,Megan chose for them both to recieve money even though Hannah didn't do the same.,Definitely<br />Friends,3.0,TRIAL,82,43,,,,669265.0,12,
,,,,,,,,,,END,,,begin,,,,12,
,,,,,,,,,,END,,,submit,,,,12,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,13,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,13,192174.0
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-review.html'],,13,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-review.html,,,13,11702.0
,A,A,_v,pd,,One person wanted to share the other did not,They both wanted to cooperate ,Definitely<br />Friends,0.0,TRIAL,48,0,,,,120016.0,13,
,B,B,_v,pd,,One person cooperated and the other did not,They both wanted to sabotage each other. ,Definitely<br />Friends,3.0,TRIAL,54,98,,,,191953.0,13,
,B,B,_v,disjunctive,,She wanted to sabotage the other person,Both wanted to sabotage each other.,Definitely<br />Friends,3.0,TRIAL,76,100,,,,256048.0,13,
,A,A,_v,disjunctive,,They wanted to cooperate,Both wanted to share.,Definitely<br />Friends,0.0,TRIAL,26,0,,,,283891.0,13,
,A,B,_h,coordination,,Daniel wanted to share,He sabotaged the other person,Definitely<br />Friends,1.0,TRIAL,28,94,,,,336954.0,13,
,A,A,_v,coordination,,He wanted to share,they both shared,Definitely<br />Friends,0.0,TRIAL,35,0,,,,461413.0,13,
,A,B,_h,singleControl,,He gets money either way,He wanted to send a message,Definitely<br />Friends,1.0,TRIAL,47,74,,,,543715.0,13,
,A,A,_h,singleControl,,She gets money either way,They cooperated,Definitely<br />Friends,0.0,TRIAL,45,8,,,,598702.0,13,
,B,A,_v,threat,,he wanted to maximize his money,B would have netted him nothing,Definitely<br />Friends,1.0,TRIAL,62,39,,,,704397.0,13,
,B,A,_v,attentionGame,,0,0,Definitely<br />Friends,,TRIAL,50,50,,,,903328.0,13,
,A,A,_v,threat,,She is taking a lesser amount,She let her partner have money,Definitely<br />Friends,0.0,TRIAL,0,0,,,,980137.0,13,
,B,B,_v,threat,,he wanted to maximize his money,He took nothing to punish the other person,Definitely<br />Friends,3.0,TRIAL,54,100,,,,1029089.0,13,
,,,,,,,,,,END,,,begin,,,,13,
,,,,,,,,,,END,,,submit,,,,13,
,,,,,,,,,,END,,,submit,,,,13,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,14,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,14,57855.0
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-review.html'],,14,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-review.html,,,14,23930.0
,B,A,_v,coordination,,"Sydney chose the option that was most fair to them both, giving 12 to himself/herself and Richmond.","Richmond is the second player, so he knows Sydney's choice. Since he chose to negate their reward, he must really not like Sydney.",Definitely<br />Friends,1.0,TRIAL,13,70,,,,206899.0,14,
,A,A,_h,coordination,,"William could be Matt's friend, depending. He wants money, that's all that can be said.","There is a chance that they are both friends, and a higher chance now. Still, the choices are so black and white, it's hard to really tell.",Definitely<br />Friends,0.0,TRIAL,43,22,,,,276575.0,14,
,A,A,_h,pd,,"There's a decent chance they are friends, as he took a pay cut of 4 dollars to be more fair.",They are likely friends because they both took a paycut to be equal.,Definitely<br />Friends,0.0,TRIAL,28,10,,,,328878.0,14,
,B,B,_v,pd,,"This option benefits jack the most, so they likely are not friends.","This benefits both, but not as much as it would have if A was chosen. Likely they are not friends.",Definitely<br />Friends,3.0,TRIAL,64,61,,,,415521.0,14,
,B,B,_h,disjunctive,,This could go either way. Cannot tell until David chooses.,"Since David hurt himself in choosing B to hurt Matthew, they must really dislike one another.",Definitely<br />Friends,3.0,TRIAL,51,94,,,,472571.0,14,
,A,A,_h,disjunctive,,"This is a win/win row, so it's hard to tell.","Almost certainly they don't dislike each other, though they may just want money.",Definitely<br />Friends,0.0,TRIAL,47,10,,,,540167.0,14,
,A,B,_h,singleControl,,Can't tell with this row. Must wait.,"Since Kaylee chose to not take any money herself, she must be friends.",Definitely<br />Friends,1.0,TRIAL,45,3,,,,592133.0,14,
,A,A,_v,singleControl,,Can't tell until next choice,"They seem to be friends, or like money anyways. They chose the most profitable way.",Definitely<br />Friends,0.0,TRIAL,43,22,,,,624437.0,14,
,B,B,_h,threat,,"This row is all or nothing, so it's likely they don't like each other.","Daniel chose to enrich himself a Geoff's expense, so likely they don't care for one another.",Definitely<br />Friends,3.0,TRIAL,88,96,,,,687827.0,14,
,B,B,_h,attentionGame,,0,0,Definitely<br />Friends,,TRIAL,50,50,,,,706967.0,14,
,A,A,_v,threat,,"Hard to say yet. One way is the best possible choice of the choices, the other is all or nothing.",They are likely friends or at least not enemies since Austin chose the more profitable choice.,Definitely<br />Friends,0.0,TRIAL,51,28,,,,770280.0,14,
,A,B,_h,threat,,"This row is the most profitable, so likely they don't hate each other, at least.","Gerald probably just likes money, but he may not like Ryan still.",Definitely<br />Friends,1.0,TRIAL,24,64,,,,881200.0,14,
,,,,,,,,,,END,,,begin,,,,14,
,,,,,,,,,,END,,,submit,,,,14,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,15,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,15,92322.0
,A,A,_h,singleControl,,Because Zoe has opted to split the money.,Because Frank has been fair in return.,Definitely<br />Friends,0.0,TRIAL,3,2,,,,96589.0,15,
,B,A,_v,singleControl,,Because Kate has kept the money.,Because William opted to give Kate the money.,Definitely<br />Friends,1.0,TRIAL,82,12,,,,172421.0,15,
,A,A,_v,threat,,Because Kate gave Jacob more money.,Probably not enemies because Jacob did give Olivia some money.,Definitely<br />Friends,0.0,TRIAL,4,74,,,,261341.0,15,
,A,B,_h,threat,,Because Daniel did give some money to David.,Because both players received money.,Definitely<br />Friends,1.0,TRIAL,18,23,,,,342717.0,15,
,B,B,_v,threat,,Because Hannah did give money to Matt.,Because Matt made sure Hannah received some money,Definitely<br />Friends,3.0,TRIAL,20,9,,,,434167.0,15,
,A,A,_h,coordination,,Hard to tell because the other options are not attractive.,Hard to tell because that was the only option that made sense.,Definitely<br />Friends,0.0,TRIAL,46,37,,,,515710.0,15,
,B,A,_v,coordination,,They have to be enemies to pick 0 money for both.,"Same, they both lost money in this.",Definitely<br />Friends,1.0,TRIAL,93,90,,,,588557.0,15,
,B,B,_v,disjunctive,,Hard to tell if they are friends because of the options.,Believe they are enemies because Sally forfeited money for no good reason.,Definitely<br />Friends,3.0,TRIAL,43,90,,,,678189.0,15,
,A,A,_v,disjunctive,,They could be either friends or enemies based on available choices.,They could be friends or enemies based on the available choices.,Definitely<br />Friends,0.0,TRIAL,44,49,,,,755854.0,15,
,A,A,_v,attentionGame,,0,0,Definitely<br />Friends,,TRIAL,50,50,,,,777341.0,15,
,A,A,_h,pd,,Probably friends because Megan chose fairly.,Definitely friends because Ryan chose fairly.,Definitely<br />Friends,0.0,TRIAL,10,0,,,,875973.0,15,
,B,B,_v,pd,,Probably not friends because Sydney chose to take it all.,"Logan did the fair thing by splitting the money, she may consider him a friend.",Definitely<br />Friends,3.0,TRIAL,83,40,,,,991359.0,15,
,,,,,,,,,,END,,,begin,,,,15,
,,,,,,,,,,END,,,submit,,,,15,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,16,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,16,72848.0
,A,B,_h,threat,,"It is likely they are friends because David chose the one that will pay them both, however he could have just done it because he got more.","I don't think it is clear in this situation because either way one of them is getting more money and Kaylee just chose that she would get more money. I don't think this means they aren't friends, but I also don't think it means they are.",Definitely<br />Friends,1.0,TRIAL,25,50,,,,111021.0,16,
,A,A,_h,threat,,I think they are likely to be friends because Rebecca chose the one that would benefit both of them.,They are definitely friends because Maria sacrificed $6 so that Rebecca could get more money than her.,Definitely<br />Friends,0.0,TRIAL,12,0,,,,167120.0,16,
,B,B,_h,threat,,They are absolutely enemies because Richmond chose the option that made him less money just so Gerald would not get anything.,They both chose the most spiteful options so I strongly believe they are enemies.,Definitely<br />Friends,3.0,TRIAL,100,100,,,,230590.0,16,
,B,B,_v,pd,,I think it is very likely enemies because Sally chose the option that would get her the most money while giving Matt $0.,"They are definitely enemies, they chose the options that were the absolute worst for the other person in both rounds.",Definitely<br />Friends,3.0,TRIAL,84,100,,,,302852.0,16,
,A,A,_h,pd,,They are definitely friends because Emily chose to get less money so that they could split it.,They are 100% friends because they both chose the best options for the other person.,Definitely<br />Friends,0.0,TRIAL,1,0,,,,351514.0,16,
,A,A,_h,singleControl,,"I don't think this shows one way or another, both options were the exact same.",They are definitely friends because Megan chose the option that was mutually beneficial. ,Definitely<br />Friends,0.0,TRIAL,50,0,,,,482950.0,16,
,A,B,_h,singleControl,,I don't think you can tell because both of Sydney's options were the same.,They are enemies because Robert chose to only help himself and rather than getting equal amounts left Sydney with nothing.,Definitely<br />Friends,1.0,TRIAL,52,100,,,,588428.0,16,
,B,B,_h,disjunctive,,You cannot tell because both of Daniels options were the same.,They are definitely enemies because Ryan would rather have nothing as long as Daniel got nothing.,Definitely<br />Friends,3.0,TRIAL,49,100,,,,640299.0,16,
,A,A,_v,disjunctive,,I cannot tell one way or another because Olivia had the same options either way.,I don't think it is possible to tell because both of Luke's options were the exact same.,Definitely<br />Friends,0.0,TRIAL,50,49,,,,770971.0,16,
,A,A,_v,attentionGame,,0,0,Definitely<br />Friends,,TRIAL,50,50,,,,781413.0,16,
,B,A,_v,coordination,,They are definitely enemies because Frank chose to have nothing so that Logan would also have nothing.,They are absolutely enemies because they would rather the other suffer at their expense.,Definitely<br />Friends,1.0,TRIAL,100,100,,,,835008.0,16,
,A,A,_v,coordination,,"I think it is likely they are friends, however Gavin could have just chosen that so that he would have gotten money.",They are most likely friends because they would rather them both have money than the other have nothings.,Definitely<br />Friends,0.0,TRIAL,26,17,,,,951681.0,16,
,,,,,,,,,,END,,,begin,,,,16,
,,,,,,,,,,END,,,submit,,,,16,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,17,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,17,14855.0
,A,A,_v,pd,,"One selection isn't really enough to make a prediction, but I would hazard towards friends over enemies.","Choosing A as the second person is a lot riskier, and therefore usually only done if you think the first person chose A as well.",Definitely<br />Friends,0.0,TRIAL,42,33,,,,103354.0,17,
,B,B,_v,pd,,"Maybe not enemies, but probably not friends.","Still not ""enemies"", but each out for their own gains.",Definitely<br />Friends,3.0,TRIAL,56,66,,,,142214.0,17,
,B,A,_v,coordination,,"It's a 50 50 since there is only one good choice for each play, it's just a guess though.","It was still a blind guess, and showed no real motive.",Definitely<br />Friends,1.0,TRIAL,50,50,,,,202312.0,17,
,A,A,_h,coordination,,"Again, still a blind guess when the payout are like this.","Lucky guess, can't tell if they are friends or enemies.",Definitely<br />Friends,0.0,TRIAL,50,50,,,,233058.0,17,
,A,A,_v,disjunctive,,"Can't really say, choosing B makes it so that Jacob loses money and it's the only way for him to lose money. It doesn't speak to relationship.",The only real correct option for Robert to make in order to guarantee making money.,Definitely<br />Friends,0.0,TRIAL,50,50,,,,324407.0,17,
,B,B,_h,disjunctive,,Not friends as B is the only way either play can lose money.,"Both players are dumb, and I would have to assume closer to enemies.",Definitely<br />Friends,3.0,TRIAL,54,65,,,,374131.0,17,
,A,A,_v,singleControl,,Choosing A means both plays have to make money.,"Again, William showed that he wanted both people to win money so they must be friends.",Definitely<br />Friends,0.0,TRIAL,2,4,,,,436404.0,17,
,B,A,_v,singleControl,,"Sydney made it so that Megan cannot win money, must be enemies.",Either choice for Megan means she looses.,Definitely<br />Friends,1.0,TRIAL,100,74,,,,472786.0,17,
,B,B,_v,threat,,Sally choose the option that guaranteed her the best payout for herself.,Emily choose the only option that would lead to Sally getting no money.,Definitely<br />Friends,3.0,TRIAL,84,90,,,,533172.0,17,
,B,B,_v,attentionGame,,0,0,Definitely<br />Friends,,TRIAL,50,50,,,,562407.0,17,
,B,A,_v,threat,,Kaylee choose the only option where Maria could lose money.,"Maria made the choice that could get them both money, maybe she thinks they are friends.",Definitely<br />Friends,1.0,TRIAL,90,38,,,,651448.0,17,
,A,A,_v,threat,,Daniel choose the option that means that Luke is guaranteed money.,Luke choose the option that guaranteed Daniel money.,Definitely<br />Friends,0.0,TRIAL,16,9,,,,693452.0,17,
,,,,,,,,,,END,,,begin,,,,17,
,,,,,,,,,,END,,,submit,,,,17,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,18,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,18,140340.0
,B,A,_v,threat,,Geoff was not nice and did not share much. probably not friends.,maybe  they are friends conspiring to get the most amount. Matt trusting Geoff to share in the end. ,Definitely<br />Friends,1.0,TRIAL,84,24,,,,303080.0,18,
,A,A,_h,threat,,this is the most both can receive. Probably friends.,Ooh maybe Jacob has the hots for Lauren. He could of chosen B and that would of been fair but he chose for Lauren to get more. ,Definitely<br />Friends,0.0,TRIAL,18,10,,,,478856.0,18,
,B,B,_h,threat,,The only reason Maria would chose less so Richmond can have none would be that she loathes him. not friends. selfish maria,"Richmond although disliking Maria, likes money more. ",Definitely<br />Friends,3.0,TRIAL,100,88,,,,574053.0,18,
,B,B,_h,pd,,frank is selfish.,Frank is trying to get something. ,Definitely<br />Friends,3.0,TRIAL,99,89,,,,682729.0,18,
,A,A,_h,pd,,Frank want to share. probably friends,Kaylee also wants to share. def friends,Definitely<br />Friends,0.0,TRIAL,11,0,,,,727256.0,18,
,B,A,_v,singleControl,,Selecting the option where they both get the most is smart and fair. probably friends,Mabe he likes her,Definitely<br />Friends,1.0,TRIAL,6,13,,,,809212.0,18,
,A,A,_h,singleControl,,"fiends share
",fiends share,Definitely<br />Friends,0.0,TRIAL,13,12,,,,838132.0,18,
,B,B,_v,disjunctive,,most amount for him could go either way,sydney is so mad at david that they would rather no one have money,Definitely<br />Friends,3.0,TRIAL,49,100,,,,976456.0,18,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-review.html'],,18,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-review.html,,,18,6180.0
,A,A,_h,disjunctive,,probably friends since she is sharing,looks like friends sharing the most they can get,Definitely<br />Friends,0.0,TRIAL,35,0,,,,1070907.0,18,
,A,A,_h,attentionGame,,0,0,Definitely<br />Friends,,TRIAL,49,49,,,,1101010.0,18,
,A,B,_h,coordination,,may be friends or may just want the money,no one would take $0 rather than $12 unless they really don't want the other person getting any. vindictive,Definitely<br />Friends,1.0,TRIAL,21,100,,,,1248821.0,18,
,A,A,_v,coordination,,could go wither way because the only other option is $0,probably friends since they both shared. ,Definitely<br />Friends,0.0,TRIAL,44,15,,,,1301498.0,18,
,,,,,,,,,,END,,,begin,,,,18,
,,,,,,,,,,END,,,submit,,,,18,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,19,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,19,25778.0
,B,B,_v,threat,,"Robert chose the option that was better for him, but they both made money.",Matthew was willing to take less money to hurt Robert.,Definitely<br />Enemies,3.0,TRIAL,32,0,,,,92151.0,19,
,A,A,_v,threat,,Ryan is trusting Zoe not to leave him with no money.,Zoe maximized both of their earnings.,Definitely<br />Enemies,0.0,TRIAL,66,76,,,,140567.0,19,
,A,B,_h,threat,,That option is better for both of them.,Olivia chose to prioritize her own earnings.,Definitely<br />Enemies,1.0,TRIAL,60,43,,,,210361.0,19,
,A,A,_v,singleControl,,William wants Maria to get an equal share.,"Either option Maria chose would be good, so I'm still going off William's choice.",Definitely<br />Enemies,0.0,TRIAL,70,67,,,,265404.0,19,
